t, PE, KE, TE,q1, q2,
1.308125, 646.102193, 0.003845, 646.106038,-0.500559, 1.500473,
1.308750, 646.103240, 0.003819, 646.107060,-0.500544, 1.500459,
1.309375, 646.104283, 0.003794, 646.108077,-0.500529, 1.500444,
1.310000, 646.105322, 0.003767, 646.109089,-0.500514, 1.500429,
1.310625, 646.106355, 0.003741, 646.110096,-0.500499, 1.500415,
1.311250, 646.107384, 0.003714, 646.111098,-0.500484, 1.500400,
1.311875, 646.108408, 0.003687, 646.112095,-0.500469, 1.500386,
1.312500, 646.109428, 0.003659, 646.113087,-0.500455, 1.500372,
1.313125, 646.110443, 0.003632, 646.114074,-0.500440, 1.500358,
1.313750, 646.111453, 0.003603, 646.115056,-0.500426, 1.500343,
1.314375, 646.112458, 0.003575, 646.116033,-0.500411, 1.500329,
1.315000, 646.113459, 0.003547, 646.117005,-0.500397, 1.500315,
1.315625, 646.114454, 0.003518, 646.117972,-0.500382, 1.500302,
1.316250, 646.115445, 0.003488, 646.118933,-0.500368, 1.500288,
1.316875, 646.116431, 0.003459, 646.119890,-0.500354, 1.500274,
1.317500, 646.117412, 0.003429, 646.120841,-0.500340, 1.500260,
1.318125, 646.118387, 0.003400, 646.121787,-0.500326, 1.500247,
1.318750, 646.119358, 0.003370, 646.122728,-0.500311, 1.500233,
1.319375, 646.120324, 0.003339, 646.123664,-0.500297, 1.500220,
1.320000, 646.121285, 0.003309, 646.124594,-0.500284, 1.500206,
1.320625, 646.122241, 0.003278, 646.125519,-0.500270, 1.500193,
1.321250, 646.123192, 0.003247, 646.126439,-0.500256, 1.500180,
1.321875, 646.124138, 0.003216, 646.127354,-0.500242, 1.500167,
1.322500, 646.125079, 0.003185, 646.128264,-0.500228, 1.500153,
1.323125, 646.126014, 0.003154, 646.129168,-0.500215, 1.500140,
1.323750, 646.126945, 0.003122, 646.130067,-0.500201, 1.500127,
1.324375, 646.127870, 0.003090, 646.130961,-0.500188, 1.500115,
1.325000, 646.128790, 0.003059, 646.131849,-0.500174, 1.500102,
1.325625, 646.129705, 0.003027, 646.132732,-0.500161, 1.500089,
1.326250, 646.130615, 0.002995, 646.133610,-0.500148, 1.500077,
1.326875, 646.131519, 0.002963, 646.134482,-0.500135, 1.500064,
1.327500, 646.132419, 0.002930, 646.135349,-0.500122, 1.500051,
1.328125, 646.133313, 0.002898, 646.136211,-0.500108, 1.500039,
1.328750, 646.134201, 0.002866, 646.137067,-0.500096, 1.500027,
1.329375, 646.135085, 0.002833, 646.137918,-0.500083, 1.500014,
1.330000, 646.135963, 0.002801, 646.138764,-0.500070, 1.500002,
1.330625, 646.136836, 0.002768, 646.139604,-0.500057, 1.499990,
1.331250, 646.137703, 0.002736, 646.140439,-0.500044, 1.499978,
1.331875, 646.138565, 0.002703, 646.141268,-0.500032, 1.499966,
1.332500, 646.139422, 0.002670, 646.142092,-0.500019, 1.499954,
1.333125, 646.140273, 0.002638, 646.142911,-0.500007, 1.499943,
1.333750, 646.141119, 0.002605, 646.143724,-0.499994, 1.499931,
1.334375, 646.141959, 0.002572, 646.144532,-0.499982, 1.499919,
1.335000, 646.142795, 0.002540, 646.145334,-0.499970, 1.499908,
1.335625, 646.143624, 0.002507, 646.146131,-0.499958, 1.499896,
1.336250, 646.144448, 0.002474, 646.146922,-0.499946, 1.499885,
1.336875, 646.145267, 0.002442, 646.147709,-0.499934, 1.499873,
1.337500, 646.146080, 0.002409, 646.148489,-0.499922, 1.499862,
1.338125, 646.146888, 0.002376, 646.149264,-0.499910, 1.499851,
1.338750, 646.147690, 0.002344, 646.150034,-0.499898, 1.499840,
1.339375, 646.148487, 0.002311, 646.150798,-0.499887, 1.499829,
1.340000, 646.149278, 0.002279, 646.151557,-0.499875, 1.499818,
1.340625, 646.150064, 0.002247, 646.152311,-0.499864, 1.499807,
1.341250, 646.150844, 0.002214, 646.153058,-0.499852, 1.499796,
1.341875, 646.151619, 0.002182, 646.153801,-0.499841, 1.499785,
1.342500, 646.152388, 0.002150, 646.154538,-0.499830, 1.499775,
1.343125, 646.153151, 0.002118, 646.155269,-0.499818, 1.499764,
1.343750, 646.153909, 0.002086, 646.155995,-0.499807, 1.499754,
1.344375, 646.154662, 0.002054, 646.156716,-0.499796, 1.499743,
1.345000, 646.155408, 0.002023, 646.157431,-0.499785, 1.499733,
1.345625, 646.156150, 0.001991, 646.158141,-0.499775, 1.499722,
1.346250, 646.156885, 0.001960, 646.158845,-0.499764, 1.499712,
1.346875, 646.157615, 0.001928, 646.159544,-0.499753, 1.499702,
1.347500, 646.158340, 0.001897, 646.160237,-0.499743, 1.499692,
1.348125, 646.159059, 0.001866, 646.160925,-0.499732, 1.499682,
1.348750, 646.159772, 0.001836, 646.161607,-0.499722, 1.499672,
1.349375, 646.160479, 0.001805, 646.162284,-0.499711, 1.499662,
1.350000, 646.161181, 0.001774, 646.162956,-0.499701, 1.499653,
1.350625, 646.161878, 0.001744, 646.163622,-0.499691, 1.499643,
1.351250, 646.162568, 0.001714, 646.164282,-0.499681, 1.499633,
1.351875, 646.163253, 0.001684, 646.164937,-0.499671, 1.499624,
1.352500, 646.163933, 0.001654, 646.165587,-0.499661, 1.499614,
1.353125, 646.164607, 0.001624, 646.166231,-0.499651, 1.499605,
1.353750, 646.165275, 0.001595, 646.166870,-0.499642, 1.499596,
1.354375, 646.165937, 0.001566, 646.167503,-0.499632, 1.499586,
1.355000, 646.166594, 0.001537, 646.168131,-0.499623, 1.499577,
1.355625, 646.167246, 0.001508, 646.168753,-0.499613, 1.499568,
1.356250, 646.167891, 0.001479, 646.169370,-0.499604, 1.499559,
1.356875, 646.168531, 0.001451, 646.169982,-0.499595, 1.499550,
1.357500, 646.169165, 0.001423, 646.170588,-0.499585, 1.499541,
1.358125, 646.169794, 0.001395, 646.171189,-0.499576, 1.499532,
1.358750, 646.170417, 0.001367, 646.171784,-0.499567, 1.499524,
1.359375, 646.171034, 0.001340, 646.172374,-0.499558, 1.499515,
1.360000, 646.171646, 0.001313, 646.172959,-0.499550, 1.499506,
1.360625, 646.172252, 0.001286, 646.173538,-0.499541, 1.499498,
1.361250, 646.172853, 0.001259, 646.174112,-0.499532, 1.499489,
1.361875, 646.173448, 0.001232, 646.174680,-0.499524, 1.499481,
1.362500, 646.174037, 0.001206, 646.175243,-0.499515, 1.499473,
1.363125, 646.174620, 0.001180, 646.175801,-0.499507, 1.499465,
1.363750, 646.175198, 0.001155, 646.176353,-0.499499, 1.499456,
1.364375, 646.175771, 0.001129, 646.176900,-0.499491, 1.499448,
1.365000, 646.176337, 0.001104, 646.177441,-0.499482, 1.499440,
1.365625, 646.176898, 0.001079, 646.177977,-0.499474, 1.499432,
1.366250, 646.177454, 0.001054, 646.178508,-0.499467, 1.499424,
1.366875, 646.178004, 0.001030, 646.179034,-0.499459, 1.499417,
1.367500, 646.178548, 0.001006, 646.179554,-0.499451, 1.499409,
1.368125, 646.179087, 0.000982, 646.180069,-0.499443, 1.499401,
1.368750, 646.179620, 0.000959, 646.180578,-0.499436, 1.499394,
1.369375, 646.180147, 0.000935, 646.181082,-0.499428, 1.499386,
1.370000, 646.180669, 0.000912, 646.181581,-0.499421, 1.499379,
1.370625, 646.181185, 0.000890, 646.182075,-0.499414, 1.499371,
1.371250, 646.181696, 0.000867, 646.182563,-0.499407, 1.499364,
1.371875, 646.182201, 0.000845, 646.183046,-0.499400, 1.499357,
1.372500, 646.182701, 0.000823, 646.183524,-0.499393, 1.499350,
1.373125, 646.183195, 0.000802, 646.183997,-0.499386, 1.499343,
1.373750, 646.183684, 0.000781, 646.184464,-0.499379, 1.499336,
1.374375, 646.184167, 0.000760, 646.184926,-0.499372, 1.499329,
1.375000, 646.184644, 0.000739, 646.185383,-0.499365, 1.499322,
1.375625, 646.185116, 0.000719, 646.185835,-0.499359, 1.499315,
1.376250, 646.185583, 0.000699, 646.186281,-0.499352, 1.499308,
1.376875, 646.186044, 0.000679, 646.186723,-0.499346, 1.499302,
1.377500, 646.186499, 0.000660, 646.187159,-0.499340, 1.499295,
1.378125, 646.186949, 0.000641, 646.187590,-0.499334, 1.499288,
1.378750, 646.187394, 0.000622, 646.188016,-0.499328, 1.499282,
1.379375, 646.187833, 0.000603, 646.188436,-0.499322, 1.499276,
1.380000, 646.188267, 0.000585, 646.188852,-0.499316, 1.499269,
1.380625, 646.188695, 0.000567, 646.189262,-0.499310, 1.499263,
1.381250, 646.189118, 0.000550, 646.189667,-0.499304, 1.499257,
1.381875, 646.189535, 0.000532, 646.190067,-0.499299, 1.499251,
1.382500, 646.189947, 0.000515, 646.190462,-0.499293, 1.499245,
1.383125, 646.190354, 0.000499, 646.190852,-0.499288, 1.499239,
1.383750, 646.190755, 0.000482, 646.191237,-0.499282, 1.499233,
1.384375, 646.191151, 0.000466, 646.191617,-0.499277, 1.499227,
1.385000, 646.191541, 0.000451, 646.191992,-0.499272, 1.499221,
1.385625, 646.191926, 0.000435, 646.192361,-0.499267, 1.499215,
1.386250, 646.192306, 0.000420, 646.192726,-0.499262, 1.499210,
1.386875, 646.192681, 0.000405, 646.193086,-0.499257, 1.499204,
1.387500, 646.193050, 0.000391, 646.193440,-0.499252, 1.499198,
1.388125, 646.193414, 0.000377, 646.193790,-0.499247, 1.499193,
1.388750, 646.193772, 0.000363, 646.194135,-0.499242, 1.499188,
1.389375, 646.194126, 0.000349, 646.194475,-0.499238, 1.499182,
1.390000, 646.194474, 0.000336, 646.194809,-0.499233, 1.499177,
1.390625, 646.194817, 0.000323, 646.195139,-0.499229, 1.499172,
1.391250, 646.195154, 0.000310, 646.195464,-0.499225, 1.499167,
1.391875, 646.195487, 0.000298, 646.195784,-0.499220, 1.499162,
1.392500, 646.195814, 0.000286, 646.196099,-0.499216, 1.499157,
1.393125, 646.196136, 0.000274, 646.196410,-0.499212, 1.499152,
1.393750, 646.196453, 0.000262, 646.196715,-0.499208, 1.499147,
1.394375, 646.196765, 0.000251, 646.197016,-0.499204, 1.499142,
1.395000, 646.197071, 0.000240, 646.197311,-0.499201, 1.499137,
1.395625, 646.197373, 0.000229, 646.197602,-0.499197, 1.499133,
1.396250, 646.197669, 0.000219, 646.197888,-0.499193, 1.499128,
1.396875, 646.197961, 0.000209, 646.198169,-0.499190, 1.499123,
1.397500, 646.198247, 0.000199, 646.198446,-0.499186, 1.499119,
1.398125, 646.198528, 0.000190, 646.198718,-0.499183, 1.499114,
1.398750, 646.198804, 0.000180, 646.198985,-0.499180, 1.499110,
1.399375, 646.199075, 0.000172, 646.199247,-0.499177, 1.499106,
1.400000, 646.199342, 0.000163, 646.199504,-0.499173, 1.499101,
1.400625, 646.199603, 0.000154, 646.199757,-0.499170, 1.499097,
1.401250, 646.199859, 0.000146, 646.200005,-0.499167, 1.499093,
1.401875, 646.200110, 0.000139, 646.200249,-0.499165, 1.499089,
1.402500, 646.200357, 0.000131, 646.200488,-0.499162, 1.499085,
1.403125, 646.200598, 0.000124, 646.200722,-0.499159, 1.499081,
1.403750, 646.200835, 0.000117, 646.200951,-0.499157, 1.499077,
1.404375, 646.201066, 0.000110, 646.201176,-0.499154, 1.499073,
1.405000, 646.201293, 0.000103, 646.201396,-0.499152, 1.499070,
1.405625, 646.201515, 0.000097, 646.201612,-0.499149, 1.499066,
1.406250, 646.201732, 0.000091, 646.201823,-0.499147, 1.499062,
1.406875, 646.201945, 0.000085, 646.202030,-0.499145, 1.499059,
1.407500, 646.202152, 0.000080, 646.202232,-0.499143, 1.499055,
1.408125, 646.202355, 0.000075, 646.202430,-0.499141, 1.499052,
1.408750, 646.202553, 0.000070, 646.202623,-0.499139, 1.499048,
1.409375, 646.202746, 0.000065, 646.202811,-0.499137, 1.499045,
1.410000, 646.202935, 0.000060, 646.202996,-0.499135, 1.499042,
1.410625, 646.203119, 0.000056, 646.203175,-0.499133, 1.499038,
1.411250, 646.203298, 0.000052, 646.203351,-0.499132, 1.499035,
1.411875, 646.203473, 0.000048, 646.203521,-0.499130, 1.499032,
1.412500, 646.203643, 0.000045, 646.203688,-0.499128, 1.499029,
1.413125, 646.203809, 0.000041, 646.203850,-0.499127, 1.499026,
1.413750, 646.203970, 0.000038, 646.204008,-0.499126, 1.499023,
1.414375, 646.204126, 0.000035, 646.204161,-0.499124, 1.499020,
1.415000, 646.204278, 0.000033, 646.204310,-0.499123, 1.499017,
1.415625, 646.204425, 0.000030, 646.204455,-0.499122, 1.499015,
1.416250, 646.204568, 0.000028, 646.204596,-0.499121, 1.499012,
1.416875, 646.204706, 0.000026, 646.204732,-0.499120, 1.499009,
1.417500, 646.204840, 0.000024, 646.204864,-0.499119, 1.499006,
1.418125, 646.204969, 0.000022, 646.204992,-0.499118, 1.499004,
1.418750, 646.205094, 0.000021, 646.205115,-0.499118, 1.499001,
1.419375, 646.205215, 0.000020, 646.205234,-0.499117, 1.498999,
1.420000, 646.205331, 0.000018, 646.205350,-0.499116, 1.498997,
1.420625, 646.205443, 0.000018, 646.205461,-0.499116, 1.498994,
1.421250, 646.205551, 0.000017, 646.205568,-0.499116, 1.498992,
1.421875, 646.205654, 0.000016, 646.205670,-0.499115, 1.498990,
1.422500, 646.205753, 0.000016, 646.205769,-0.499115, 1.498988,
1.423125, 646.205848, 0.000016, 646.205864,-0.499115, 1.498985,
1.423750, 646.205938, 0.000016, 646.205954,-0.499114, 1.498983,
1.424375, 646.206025, 0.000016, 646.206041,-0.499114, 1.498981,
1.425000, 646.206107, 0.000016, 646.206123,-0.499114, 1.498979,
1.425625, 646.206185, 0.000017, 646.206202,-0.499114, 1.498977,
1.426250, 646.206258, 0.000018, 646.206276,-0.499114, 1.498976,
1.426875, 646.206328, 0.000018, 646.206347,-0.499115, 1.498974,
1.427500, 646.206394, 0.000019, 646.206413,-0.499115, 1.498972,
1.428125, 646.206455, 0.000021, 646.206476,-0.499115, 1.498970,
1.428750, 646.206513, 0.000022, 646.206535,-0.499116, 1.498969,
1.429375, 646.206566, 0.000023, 646.206590,-0.499116, 1.498967,
1.430000, 646.206616, 0.000025, 646.206641,-0.499117, 1.498965,
1.430625, 646.206661, 0.000027, 646.206688,-0.499117, 1.498964,
1.431250, 646.206703, 0.000028, 646.206731,-0.499118, 1.498962,
1.431875, 646.206740, 0.000030, 646.206771,-0.499119, 1.498961,
1.432500, 646.206774, 0.000033, 646.206807,-0.499119, 1.498960,
1.433125, 646.206804, 0.000035, 646.206839,-0.499120, 1.498958,
1.433750, 646.206830, 0.000037, 646.206867,-0.499121, 1.498957,
1.434375, 646.206852, 0.000040, 646.206892,-0.499122, 1.498956,
1.435000, 646.206870, 0.000042, 646.206913,-0.499123, 1.498955,
1.435625, 646.206885, 0.000045, 646.206930,-0.499124, 1.498953,
1.436250, 646.206896, 0.000048, 646.206943,-0.499125, 1.498952,
1.436875, 646.206903, 0.000051, 646.206953,-0.499127, 1.498951,
1.437500, 646.206906, 0.000054, 646.206960,-0.499128, 1.498950,
1.438125, 646.206906, 0.000057, 646.206962,-0.499129, 1.498949,
1.438750, 646.206902, 0.000060, 646.206962,-0.499131, 1.498949,
1.439375, 646.206894, 0.000063, 646.206957,-0.499132, 1.498948,
1.440000, 646.206883, 0.000067, 646.206949,-0.499133, 1.498947,
1.440625, 646.206868, 0.000070, 646.206938,-0.499135, 1.498946,
1.441250, 646.206849, 0.000074, 646.206923,-0.499137, 1.498946,
1.441875, 646.206827, 0.000077, 646.206905,-0.499138, 1.498945,
1.442500, 646.206802, 0.000081, 646.206883,-0.499140, 1.498944,
1.443125, 646.206773, 0.000085, 646.206858,-0.499142, 1.498944,
1.443750, 646.206740, 0.000089, 646.206829,-0.499144, 1.498943,
1.444375, 646.206704, 0.000093, 646.206797,-0.499146, 1.498943,
1.445000, 646.206665, 0.000097, 646.206762,-0.499148, 1.498942,
1.445625, 646.206622, 0.000101, 646.206723,-0.499150, 1.498942,
1.446250, 646.206576, 0.000105, 646.206681,-0.499152, 1.498941,
1.446875, 646.206527, 0.000109, 646.206636,-0.499154, 1.498941,
1.447500, 646.206474, 0.000113, 646.206587,-0.499156, 1.498941,
1.448125, 646.206418, 0.000117, 646.206536,-0.499158, 1.498941,
1.448750, 646.206359, 0.000122, 646.206481,-0.499161, 1.498941,
1.449375, 646.206296, 0.000126, 646.206422,-0.499163, 1.498940,
1.450000, 646.206230, 0.000131, 646.206361,-0.499165, 1.498940,
1.450625, 646.206161, 0.000135, 646.206297,-0.499168, 1.498940,
1.451250, 646.206089, 0.000140, 646.206229,-0.499170, 1.498940,
1.451875, 646.206014, 0.000144, 646.206158,-0.499173, 1.498940,
1.452500, 646.205936, 0.000149, 646.206084,-0.499175, 1.498940,
1.453125, 646.205854, 0.000153, 646.206008,-0.499178, 1.498940,
1.453750, 646.205770, 0.000158, 646.205928,-0.499181, 1.498941,
1.454375, 646.205682, 0.000162, 646.205845,-0.499183, 1.498941,
1.455000, 646.205592, 0.000167, 646.205759,-0.499186, 1.498941,
1.455625, 646.205498, 0.000172, 646.205670,-0.499189, 1.498941,
1.456250, 646.205402, 0.000176, 646.205578,-0.499192, 1.498942,
1.456875, 646.205302, 0.000181, 646.205483,-0.499195, 1.498942,
1.457500, 646.205200, 0.000186, 646.205386,-0.499198, 1.498942,
1.458125, 646.205094, 0.000191, 646.205285,-0.499201, 1.498943,
1.458750, 646.204986, 0.000195, 646.205182,-0.499204, 1.498943,
1.459375, 646.204875, 0.000200, 646.205075,-0.499207, 1.498944,
1.460000, 646.204762, 0.000205, 646.204966,-0.499210, 1.498944,
1.460625, 646.204645, 0.000209, 646.204855,-0.499213, 1.498945,
1.461250, 646.204526, 0.000214, 646.204740,-0.499216, 1.498946,
1.461875, 646.204404, 0.000219, 646.204623,-0.499219, 1.498946,
1.462500, 646.204279, 0.000224, 646.204503,-0.499223, 1.498947,
1.463125, 646.204152, 0.000228, 646.204380,-0.499226, 1.498948,
1.463750, 646.204021, 0.000233, 646.204254,-0.499229, 1.498948,
1.464375, 646.203889, 0.000238, 646.204126,-0.499233, 1.498949,
1.465000, 646.203753, 0.000242, 646.203996,-0.499236, 1.498950,
1.465625, 646.203615, 0.000247, 646.203862,-0.499240, 1.498951,
1.466250, 646.203475, 0.000252, 646.203727,-0.499243, 1.498952,
1.466875, 646.203332, 0.000256, 646.203588,-0.499247, 1.498953,
1.467500, 646.203187, 0.000261, 646.203447,-0.499250, 1.498954,
1.468125, 646.203039, 0.000265, 646.203304,-0.499254, 1.498955,
1.468750, 646.202888, 0.000270, 646.203158,-0.499258, 1.498956,
1.469375, 646.202735, 0.000274, 646.203010,-0.499261, 1.498957,
1.470000, 646.202580, 0.000279, 646.202859,-0.499265, 1.498958,
1.470625, 646.202422, 0.000283, 646.202706,-0.499269, 1.498959,
1.471250, 646.202262, 0.000288, 646.202550,-0.499273, 1.498960,
1.471875, 646.202100, 0.000292, 646.202392,-0.499277, 1.498962,
1.472500, 646.201935, 0.000296, 646.202232,-0.499280, 1.498963,
1.473125, 646.201768, 0.000301, 646.202069,-0.499284, 1.498964,
1.473750, 646.201599, 0.000305, 646.201904,-0.499288, 1.498966,
1.474375, 646.201428, 0.000309, 646.201737,-0.499292, 1.498967,
1.475000, 646.201254, 0.000313, 646.201567,-0.499296, 1.498968,
1.475625, 646.201078, 0.000317, 646.201396,-0.499300, 1.498970,
1.476250, 646.200901, 0.000321, 646.201222,-0.499304, 1.498971,
1.476875, 646.200720, 0.000325, 646.201046,-0.499308, 1.498973,
1.477500, 646.200538, 0.000329, 646.200868,-0.499313, 1.498974,
1.478125, 646.200354, 0.000333, 646.200687,-0.499317, 1.498976,
1.478750, 646.200168, 0.000337, 646.200505,-0.499321, 1.498977,
1.479375, 646.199979, 0.000341, 646.200320,-0.499325, 1.498979,
1.480000, 646.199789, 0.000345, 646.200134,-0.499329, 1.498980,
1.480625, 646.199597, 0.000348, 646.199945,-0.499333, 1.498982,
1.481250, 646.199402, 0.000352, 646.199754,-0.499338, 1.498984,
1.481875, 646.199206, 0.000355, 646.199562,-0.499342, 1.498985,
1.482500, 646.199008, 0.000359, 646.199367,-0.499346, 1.498987,
1.483125, 646.198808, 0.000362, 646.199171,-0.499351, 1.498989,
1.483750, 646.198606, 0.000366, 646.198972,-0.499355, 1.498991,
1.484375, 646.198403, 0.000369, 646.198772,-0.499359, 1.498993,
1.485000, 646.198197, 0.000372, 646.198570,-0.499364, 1.498994,
1.485625, 646.197990, 0.000376, 646.198366,-0.499368, 1.498996,
1.486250, 646.197781, 0.000379, 646.198160,-0.499373, 1.498998,
1.486875, 646.197570, 0.000382, 646.197952,-0.499377, 1.499000,
1.487500, 646.197358, 0.000385, 646.197742,-0.499382, 1.499002,
1.488125, 646.197143, 0.000388, 646.197531,-0.499386, 1.499004,
1.488750, 646.196928, 0.000391, 646.197318,-0.499391, 1.499006,
1.489375, 646.196710, 0.000394, 646.197104,-0.499395, 1.499008,
1.490000, 646.196491, 0.000396, 646.196887,-0.499400, 1.499010,
1.490625, 646.196270, 0.000399, 646.196669,-0.499405, 1.499012,
1.491250, 646.196048, 0.000402, 646.196450,-0.499409, 1.499015,
1.491875, 646.195824, 0.000404, 646.196228,-0.499414, 1.499017,
1.492500, 646.195599, 0.000407, 646.196005,-0.499418, 1.499019,
1.493125, 646.195372, 0.000409, 646.195781,-0.499423, 1.499021,
1.493750, 646.195144, 0.000411, 646.195555,-0.499428, 1.499023,
1.494375, 646.194914, 0.000413, 646.195328,-0.499432, 1.499026,
1.495000, 646.194683, 0.000416, 646.195099,-0.499437, 1.499028,
1.495625, 646.194450, 0.000418, 646.194868,-0.499442, 1.499030,
1.496250, 646.194216, 0.000420, 646.194636,-0.499447, 1.499032,
1.496875, 646.193981, 0.000422, 646.194403,-0.499451, 1.499035,
1.497500, 646.193744, 0.000424, 646.194168,-0.499456, 1.499037,
1.498125, 646.193506, 0.000425, 646.193932,-0.499461, 1.499039,
1.498750, 646.193267, 0.000427, 646.193694,-0.499466, 1.499042,
1.499375, 646.193027, 0.000429, 646.193455,-0.499470, 1.499044,
1.500000, 646.192785, 0.000430, 646.193215,-0.499475, 1.499047,
1.500625, 646.192542, 0.000432, 646.192974,-0.499480, 1.499049,
1.501250, 646.192298, 0.000433, 646.192731,-0.499485, 1.499052,
1.501875, 646.192052, 0.000435, 646.192487,-0.499490, 1.499054,
1.502500, 646.191806, 0.000436, 646.192242,-0.499495, 1.499057,
1.503125, 646.191558, 0.000437, 646.191995,-0.499500, 1.499059,
1.503750, 646.191309, 0.000438, 646.191748,-0.499504, 1.499062,
1.504375, 646.191059, 0.000439, 646.191499,-0.499509, 1.499065,
1.505000, 646.190809, 0.000440, 646.191249,-0.499514, 1.499067,
1.505625, 646.190557, 0.000441, 646.190998,-0.499519, 1.499070,
1.506250, 646.190304, 0.000442, 646.190746,-0.499524, 1.499072,
1.506875, 646.190050, 0.000443, 646.190492,-0.499529, 1.499075,
1.507500, 646.189795, 0.000444, 646.190238,-0.499534, 1.499078,
1.508125, 646.189539, 0.000444, 646.189983,-0.499539, 1.499081,
1.508750, 646.189282, 0.000445, 646.189726,-0.499544, 1.499083,
1.509375, 646.189024, 0.000445, 646.189469,-0.499549, 1.499086,
1.510000, 646.188765, 0.000446, 646.189211,-0.499553, 1.499089,
1.510625, 646.188506, 0.000446, 646.188952,-0.499558, 1.499092,
1.511250, 646.188245, 0.000446, 646.188691,-0.499563, 1.499094,
1.511875, 646.187984, 0.000446, 646.188430,-0.499568, 1.499097,
1.512500, 646.187722, 0.000446, 646.188169,-0.499573, 1.499100,
1.513125, 646.187459, 0.000446, 646.187906,-0.499578, 1.499103,
1.513750, 646.187196, 0.000446, 646.187642,-0.499583, 1.499106,
1.514375, 646.186931, 0.000446, 646.187378,-0.499588, 1.499109,
1.515000, 646.186666, 0.000446, 646.187112,-0.499593, 1.499112,
1.515625, 646.186400, 0.000446, 646.186846,-0.499598, 1.499115,
1.516250, 646.186134, 0.000446, 646.186580,-0.499603, 1.499118,
1.516875, 646.185867, 0.000445, 646.186312,-0.499608, 1.499120,
1.517500, 646.185599, 0.000445, 646.186044,-0.499613, 1.499123,
1.518125, 646.185331, 0.000444, 646.185775,-0.499618, 1.499126,
1.518750, 646.185062, 0.000444, 646.185506,-0.499623, 1.499129,
1.519375, 646.184792, 0.000443, 646.185235,-0.499628, 1.499133,
1.520000, 646.184522, 0.000442, 646.184964,-0.499633, 1.499136,
1.520625, 646.184251, 0.000442, 646.184693,-0.499638, 1.499139,
1.521250, 646.183980, 0.000441, 646.184421,-0.499643, 1.499142,
1.521875, 646.183708, 0.000440, 646.184148,-0.499648, 1.499145,
1.522500, 646.183436, 0.000439, 646.183875,-0.499652, 1.499148,
1.523125, 646.183164, 0.000438, 646.183601,-0.499657, 1.499151,
1.523750, 646.182890, 0.000437, 646.183327,-0.499662, 1.499154,
1.524375, 646.182617, 0.000436, 646.183053,-0.499667, 1.499157,
1.525000, 646.182343, 0.000435, 646.182777,-0.499672, 1.499160,
1.525625, 646.182068, 0.000433, 646.182502,-0.499677, 1.499164,
1.526250, 646.181794, 0.000432, 646.182226,-0.499682, 1.499167,
1.526875, 646.181519, 0.000431, 646.181949,-0.499687, 1.499170,
1.527500, 646.181243, 0.000429, 646.181672,-0.499692, 1.499173,
1.528125, 646.180968, 0.000428, 646.181395,-0.499697, 1.499176,
1.528750, 646.180691, 0.000426, 646.181118,-0.499702, 1.499180,
1.529375, 646.180415, 0.000425, 646.180840,-0.499706, 1.499183,
1.530000, 646.180139, 0.000423, 646.180561,-0.499711, 1.499186,
1.530625, 646.179862, 0.000421, 646.180283,-0.499716, 1.499189,
1.531250, 646.179585, 0.000419, 646.180004,-0.499721, 1.499193,
1.531875, 646.179307, 0.000418, 646.179725,-0.499726, 1.499196,
1.532500, 646.179030, 0.000416, 646.179446,-0.499731, 1.499199,
1.533125, 646.178752, 0.000414, 646.179166,-0.499736, 1.499202,
1.533750, 646.178475, 0.000412, 646.178886,-0.499740, 1.499206,
1.534375, 646.178197, 0.000410, 646.178607,-0.499745, 1.499209,
1.535000, 646.177919, 0.000408, 646.178326,-0.499750, 1.499212,
1.535625, 646.177640, 0.000406, 646.178046,-0.499755, 1.499216,
1.536250, 646.177362, 0.000404, 646.177766,-0.499760, 1.499219,
1.536875, 646.177084, 0.000402, 646.177485,-0.499764, 1.499222,
1.537500, 646.176805, 0.000399, 646.177205,-0.499769, 1.499226,
1.538125, 646.176527, 0.000397, 646.176924,-0.499774, 1.499229,
1.538750, 646.176249, 0.000395, 646.176643,-0.499779, 1.499233,
1.539375, 646.175970, 0.000392, 646.176363,-0.499783, 1.499236,
1.540000, 646.175692, 0.000390, 646.176082,-0.499788, 1.499239,
1.540625, 646.175413, 0.000388, 646.175801,-0.499793, 1.499243,
1.541250, 646.175135, 0.000385, 646.175520,-0.499797, 1.499246,
1.541875, 646.174857, 0.000383, 646.175239,-0.499802, 1.499250,
1.542500, 646.174578, 0.000380, 646.174959,-0.499807, 1.499253,
1.543125, 646.174300, 0.000378, 646.174678,-0.499811, 1.499257,
1.543750, 646.174022, 0.000375, 646.174397,-0.499816, 1.499260,
1.544375, 646.173744, 0.000372, 646.174117,-0.499821, 1.499264,
1.545000, 646.173467, 0.000370, 646.173836,-0.499825, 1.499267,
1.545625, 646.173189, 0.000367, 646.173556,-0.499830, 1.499270,
1.546250, 646.172912, 0.000364, 646.173276,-0.499834, 1.499274,
1.546875, 646.172634, 0.000362, 646.172996,-0.499839, 1.499277,
1.547500, 646.172357, 0.000359, 646.172716,-0.499843, 1.499281,
1.548125, 646.172080, 0.000356, 646.172436,-0.499848, 1.499284,
1.548750, 646.171804, 0.000353, 646.172157,-0.499852, 1.499288,
1.549375, 646.171527, 0.000350, 646.171878,-0.499857, 1.499291,
1.550000, 646.171251, 0.000347, 646.171599,-0.499861, 1.499295,
