t, PE, KE, TE,q1, q2,
10.078750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.079375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.080000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.080625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.081250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.081875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.082500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.083125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.083750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.084375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.085000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.085625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.086250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.086875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.087500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.088125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.088750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.089375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.090000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.090625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.091250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.091875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.092500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.093125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.093750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.094375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.095000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.095625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.096250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.096875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.097500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.098125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.098750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.099375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.100000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.100625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.101250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.101875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.102500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.103125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.103750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.104375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.105000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.105625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.106250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.106875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.107500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.108125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.108750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.109375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.110000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.110625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.111250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.111875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.112500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.113125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.113750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.114375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.115000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.115625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.116250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.116875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.117500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.118125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.118750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.119375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.120000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.120625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.121250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.121875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.122500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.123125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.123750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.124375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.125000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.125625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.126250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.126875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.127500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.128125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.128750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.129375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.130000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.130625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.131250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.131875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.132500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.133125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.133750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.134375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.135000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.135625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.136250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.136875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.137500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.138125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.138750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.139375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.140000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.140625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.141250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.141875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.142500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.143125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.143750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.144375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.145000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.145625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.146250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.146875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.147500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.148125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.148750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.149375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.150000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.150625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.151250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.151875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.152500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.153125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.153750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.154375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.155000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.155625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.156250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.156875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.157500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.158125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.158750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.159375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.160000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.160625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.161250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.161875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.162500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.163125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.163750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.164375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.165000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.165625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.166250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.166875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.167500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.168125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.168750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.169375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.170000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.170625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.171250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.171875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.172500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.173125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.173750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.174375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.175000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.175625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.176250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.176875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.177500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.178125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.178750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.179375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.180000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.180625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.181250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.181875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.182500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.183125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.183750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.184375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.185000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.185625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.186250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.186875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.187500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.188125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.188750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.189375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.190000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.190625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.191250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.191875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.192500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.193125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.193750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.194375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.195000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.195625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.196250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.196875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.197500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.198125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.198750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.199375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.200000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.200625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.201250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.201875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.202500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.203125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.203750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.204375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.205000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.205625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.206250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.206875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.207500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.208125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.208750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.209375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.210000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.210625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.211250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.211875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.212500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.213125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.213750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.214375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.215000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.215625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.216250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.216875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.217500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.218125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.218750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.219375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.220000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.220625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.221250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.221875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.222500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.223125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.223750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.224375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.225000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.225625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.226250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.226875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.227500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.228125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.228750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.229375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.230000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.230625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.231250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.231875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.232500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.233125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.233750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.234375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.235000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.235625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.236250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.236875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.237500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.238125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.238750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.239375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.240000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.240625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.241250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.241875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.242500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.243125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.243750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.244375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.245000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.245625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.246250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.246875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.247500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.248125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.248750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.249375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.250000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.250625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.251250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.251875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.252500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.253125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.253750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.254375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.255000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.255625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.256250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.256875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.257500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.258125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.258750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.259375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.260000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.260625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.261250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.261875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.262500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.263125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.263750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.264375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.265000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.265625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.266250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.266875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.267500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.268125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.268750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.269375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.270000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.270625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.271250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.271875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.272500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.273125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.273750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.274375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.275000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.275625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.276250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.276875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.277500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.278125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.278750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.279375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.280000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.280625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.281250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.281875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.282500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.283125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.283750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.284375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.285000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.285625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.286250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.286875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.287500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.288125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.288750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.289375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.290000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.290625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.291250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.291875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.292500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.293125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.293750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.294375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.295000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.295625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.296250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.296875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.297500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.298125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.298750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.299375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.300000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.300625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.301250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.301875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.302500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.303125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.303750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.304375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.305000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.305625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.306250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.306875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.307500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.308125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.308750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.309375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.310000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.310625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.311250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.311875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.312500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.313125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.313750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.314375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.315000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.315625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.316250, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.316875, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.317500, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.318125, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.318750, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.319375, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.320000, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
10.320625, 646.138102, 0.000000, 646.138102,-0.500000, 1.500000,
